ID,tipo,PRO_COM,NOME_COM,NOME_PRO,NOME_REG,stato,Categoria,Sottocategoria,Ente destinatario,Dettaglio bene,Decreto destinazione,SourcePageURL
1,bene immobile,15019,Bernate Ticino,MILANO,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1683&tipo=0&stato=1
2,bene immobile,15019,Bernate Ticino,MILANO,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1683&tipo=0&stato=1
3,bene immobile,15019,Bernate Ticino,MILANO,LOMBARDIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1683&tipo=0&stato=1
4,bene immobile,15019,Bernate Ticino,MILANO,LOMBARDIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1683&tipo=0&stato=1
5,bene immobile,15019,Bernate Ticino,MILANO,LOMBARDIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1683&tipo=0&stato=1
6,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
7,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
8,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
9,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
10,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
11,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
12,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
13,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
14,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
15,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=1
16,bene immobile,58122,Fonte Nuova,ROMA,LAZIO,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=65&comune=9500&tipo=0&stato=1
17,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,In gestione,Terreno,Terreno edificabile,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=222116,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0002307.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=1
18,bene immobile,79033,Conflenti,CATANZARO,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=87&comune=7100&tipo=0&stato=2
19,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=2
20,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=2
21,bene immobile,80013,Bova Marina,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7174&tipo=0&stato=2
22,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
23,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
24,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
25,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
26,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
27,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Ministeri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
28,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
29,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
30,bene immobile,83032,Giardini-Naxos,MESSINA,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=93&comune=7473&tipo=0&stato=2
31,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=2
32,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=2
33,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=2
34,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=2
35,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
36,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Altra unità immobiliare,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
37,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
38,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
39,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
40,bene immobile,65116,Salerno,SALERNO,CAMPANIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=1
41,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=4
42,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=1
43,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=1
44,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=4
45,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=4
46,bene immobile,65116,Salerno,SALERNO,CAMPANIA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6495&tipo=0&stato=3
47,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=2
48,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=2
49,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,Destinati consegnati,Terreno,Terreno edificabile,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=2
50,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
51,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
52,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
53,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
54,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
55,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
56,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
57,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
58,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
59,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
60,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
61,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
62,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
63,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
64,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
65,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
66,bene immobile,80057,Palmi,REGGIO DI CALABRIA,CALABRIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7218&tipo=0&stato=2
67,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
68,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
69,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
70,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
71,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
72,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
73,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
74,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
75,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
76,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
77,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
78,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
79,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
80,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
81,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
82,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
83,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
84,bene immobile,63056,Pollena Trocchia,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1
