ID,tipo,PRO_COM,NOME_COM,NOME_PRO,NOME_REG,stato,Categoria,Sottocategoria,Ente destinatario,Dettaglio bene,Decreto destinazione,SourcePageURL
4376,bene immobile,73003,Castellaneta,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6652&tipo=0&stato=2
4377,bene immobile,73003,Castellaneta,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6652&tipo=0&stato=2
4378,bene immobile,12097,Marchirolo,VARESE,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=238157,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0008175.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=10&comune=1380&tipo=0&stato=1
4379,bene immobile,12097,Marchirolo,VARESE,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=238162,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0008175.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=10&comune=1380&tipo=0&stato=1
4380,bene immobile,81018,Salemi,TRAPANI,SICILIA,In gestione,Terreno,Terreno con fabbricato rurale,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7353&tipo=0&stato=1
4381,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=2
4382,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=2
4383,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=2
4384,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Polizia di Stato,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=2
4385,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=2
4386,bene immobile,101025,Strongoli,CROTONE,CALABRIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=89&comune=7283&tipo=0&stato=1
4387,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=4
4388,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=4
4389,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Usciti dalla gestione,Terreno,Terreno con fabbricato rurale,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=4
4390,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=4
4391,bene immobile,63089,Volla,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6257&tipo=0&stato=2
4392,bene immobile,63089,Volla,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6257&tipo=0&stato=2
4393,bene immobile,63089,Volla,NAPOLI,CAMPANIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6257&tipo=0&stato=2
4394,bene immobile,75042,Matino,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6740&tipo=0&stato=2
4395,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4396,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4397,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4398,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4399,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4400,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4401,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Altra unità immobiliare,Altro,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/425-426.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4402,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4403,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4404,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4405,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4406,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4407,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4408,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4409,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4410,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4411,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4412,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/425-426.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4413,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4414,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4415,bene immobile,72046,Triggiano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6647&tipo=0&stato=2
4416,bene immobile,101025,Strongoli,CROTONE,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=89&comune=7283&tipo=0&stato=2
4417,bene immobile,101025,Strongoli,CROTONE,CALABRIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=89&comune=7283&tipo=0&stato=2
4418,bene immobile,1194,Piossasco,TORINO,PIEMONTE,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=496&tipo=0&stato=1
4419,bene immobile,1194,Piossasco,TORINO,PIEMONTE,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=496&tipo=0&stato=1
4420,bene immobile,92080,Sinnai,CAGLIARI,SARDEGNA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=20&provincia=102&comune=7995&tipo=0&stato=2
4421,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4422,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4423,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4424,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4425,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4426,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4427,bene immobile,84001,Agrigento,AGRIGENTO,SICILIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7550&tipo=0&stato=1
4428,bene immobile,41021,Isola del Piano,PESARO E URBINO,MARCHE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/342.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=11&provincia=59&comune=4943&tipo=0&stato=2
4429,bene immobile,41021,Isola del Piano,PESARO E URBINO,MARCHE,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/340.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=11&provincia=59&comune=4943&tipo=0&stato=2
4430,bene immobile,41021,Isola del Piano,PESARO E URBINO,MARCHE,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/341.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=11&provincia=59&comune=4943&tipo=0&stato=2
4431,bene immobile,41021,Isola del Piano,PESARO E URBINO,MARCHE,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/339.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=11&provincia=59&comune=4943&tipo=0&stato=2
4432,bene immobile,17161,Rezzato,BRESCIA,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=15&comune=2258&tipo=0&stato=2
4433,bene immobile,78107,Roseto Capo Spulico,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7033&tipo=0&stato=2
4434,bene immobile,78107,Roseto Capo Spulico,COSENZA,CALABRIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7033&tipo=0&stato=2
4435,bene immobile,82048,Misilmeri,PALERMO,SICILIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7407&tipo=0&stato=4
4436,bene immobile,82048,Misilmeri,PALERMO,SICILIA,Usciti dalla gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=92&comune=7407&tipo=0&stato=4
4437,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4438,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4439,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4440,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4441,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Ministeri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4442,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Guardia di Finanza,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4443,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Ministeri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4444,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Ministeri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4445,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4446,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4447,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4448,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4449,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4450,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4451,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Vigili del Fuoco,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4452,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4453,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4454,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4455,bene immobile,1272,Torino,TORINO,PIEMONTE,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Amministrazioni Statali,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=1&provincia=1&comune=574&tipo=0&stato=2
4456,bene immobile,32006,Trieste,TRIESTE,FRIULI VENEZIA GIULIA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Guardia di Finanza,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/476.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=6&provincia=32&comune=3916&tipo=0&stato=3
4457,bene immobile,32006,Trieste,TRIESTE,FRIULI VENEZIA GIULIA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Guardia di Finanza,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/473.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=6&provincia=32&comune=3916&tipo=0&stato=3
